	essay_id	essay_set	essay	rater1_domain1	rater2_domain1	rater3_domain1	domain1_score	rater1_domain2	rater2_domain2	domain2_score	rater1_trait1	rater1_trait2	rater1_trait3	rater1_trait4	rater1_trait5	rater1_trait6	rater2_trait1	rater2_trait2	rater2_trait3	rater2_trait4	rater2_trait5	rater2_trait6	rater3_trait1	rater3_trait2	rater3_trait3	rater3_trait4	rater3_trait5	rater3_trait6	num_words	num_sentences	num_lemmas	num_commas	num_exclamation_marks	num_question_marks	average_word_length	average_sentence_length	num_nouns	num_verbs	num_adjectives	num_adverbs	num_conjunctions	num_spelling_errors	num_stopwords	automated_readability_index	coleman_liau_index	dale_chall_index	difficult_word_count	flesch_kincaid_grade	gunning_fog	linsear_write_formula	smog_index	syllables_count
6150	9707	4	The author concludes the story with this paragraph for several reasons. One being that she is still uncomfor table about talking about her old home ‘’She was still to make to say the words at home’’ [HO] so the snow melting the geese returning, and the hibiscus budding. Second remind her of her home. We know this because Saeng   says ‘’ Just as she known it would feel… ’’ Back home it Just grow wild just at from the cracks in the brick walls or between tiled roofs’’ [HO].So with reminder of her home she is give both comfort and confidence. The author therefore concluded with this paragraph because since the geese, hibiscus, and the snow melting remind her of her home, that is when she will take the test again, w hen she is confident and strong.	2	1		2																						138	6	153	5	0	0	4.414285714285715	23.333333333333332	34	16	6	10	5	22	81	13.4	8.25	7.52	14	10.5	12.78	13.5	10.4	180
6153	9710	4	"The author concludes the story with this paragraph to show that the hibiscus is a symbol for Saeng. In the sping time the hibiscus grows just like Saeng. When Saeng got to the new place she was small and peuney just like the plant. “Its leaves quavering in the wind"" (@NUM1). This quote tells us the the plant was weak a peuney. If the plant was strong it would not be quivering. The fact that Saeng brokedown and bought the plant tells us she was not strong. And at the end the author uses that paragraph to tell the reader that the hibiscus is strong and so is Saeng and the can over come anything."	2	2		2																						115	8	126	0	0	0	4.226086956521739	14.375	31	12	7	4	5	11	64	6.7	6.32	6.65	10	5.0	7.6	6.714285714285714	8.0	139
6155	9712	4	In this story the reason that the author concludes things this way is to pick a tone that feel comfortable to test again. The person who will take the test again my have picked the tone with relation to her past which she takes the time to prepare herself and maybe that is something her parents or grandparents taught her.	1	1		1																						60	2	62	0	0	0	4.4	30.0	14	9	1	3	2	2	36	14.3	8.66	7.23	5	11.5	14.0	16.5	0.0	75
6161	9718	4	In the story, at the end of the last paragraph the author wrote that “why they come back, Saeng vowed silently to herself, in the spring, when the snows melt and the geese return and this hibiscus is budding, then I will take that test again” (last paragraph). The author concludes the story with this paragraph because he wants to mention that Saeng is a student and she had failed a test. Even though Saeng is so interest in flowers she also cares about her school too. When the snows melt Saeng will take the test just like the hibiscus is budding and starting to blossome.	1	1		1																						106	4	117	5	0	0	4.443396226415095	26.5	26	16	3	8	4	13	62	12.7	8.19	7.48	11	8.9	11.35	13.25	8.1	132
6162	9719	4	After they come Saeng  was  silently  to herself , In the spring , when the snows melt  and  the geese return and  the hibiscus  is Saeng  then  I am  take that test again.  She  say this sentence she is herself back to home .She  thinks  it familiar to Saeng  was. She  is herself  how  quiet it vowed  to  so  every season . Her live is very quiet and leavy . She feels  as  of place .  Due to failing her driving test things herself  was thing for her to united state was so different from vietnam and she expresses  her  feelings  will she talk a about this something flower.	1	1		1																						109	7	140	2	0	0	3.437956204379562	19.571428571428573	21	11	6	7	4	7	66	11.6	7.2	7.2	8	13.4	11.55	8.0	8.8	164
6175	9732	4	A vow is a good ending, she vowed to take the test again because she failed it. It expresses how she feels and she made a commitment to pass. The author wanted to show a lot of feeling and how desprite she was. So she saw tons of beauty to keep her going.	1	1		1																						53	4	58	1	0	0	3.830188679245283	13.25	9	12	2	2	2	6	34	3.2	3.52	7.28	5	3.8	6.83	6.125	7.2	65
6178	9735	4	The author added the story in with this paragraph for a lot reasons and to make the story longer, and two to show that even if you screw up the first time you can still try again.	1	1		1																						37	1	39	1	0	0	3.864864864864865	37.0	7	5	1	4	2	2	26	15.3	5.41	7.18	2	11.8	14.8	18.5	0.0	42
6185	9742	4	The author ends it with that paragraph because the girl is talking about when the @DATE1 or spring comes again she will try again. The author ends it with that because it explains how the girl feels about spring and the animals. The girl says allot about the geese in the story, so we know from that she likes animals.	1	1		1																						60	3	64	1	0	0	4.316666666666666	20.0	14	10	0	3	2	4	36	8.9	7.25	7.52	5	6.4	8.67	10.666666666666666	7.8	73
6188	9745	4	The author concludes the story with this paragraph (when they come back, Saeng vowed silently to herself, in the spring, when the snows melt and the geese return and this hibiscus is budding, then I will take that test again) because it explains what she is going to do when winter is over. Also to keep the readers guessing on what’s going to happen, to Saeng and her mother. Another reason is to have a new story when winter is over.	1	1		1																						81	3	91	5	0	0	4.382716049382716	27.0	16	14	2	7	3	11	51	12.7	7.72	7.31	8	10.3	11.29	14.166666666666666	7.8	106
6189	9746	4	I know the reason why the author concludes the story the way he dose and  it is a good reason . It says that since she failed this year next year when it is time to ready up the garden she will tell again . That is a good moral because you have to keep trying and trying to succeed   because even if you fail you are not losing any  progress. It is like what @PERSON1 had happen to him even though it took him @DATE1 tries to successfully  make the light bulb he simply said “ I just found out @NUM1 ways not to make a light bulb . So I do agree with this author and how he ended the story.	1	1		1																						123	5	129	0	0	0	3.6850393700787403	25.4	18	24	6	7	3	8	74	8.8	5.0	7.06	8	7.9	9.93	12.75	5.7	149
6198	9755	4	Saeng promises herself that  “In the spring, when the snows melt and the geese return and this hibiscus is budding, then I will take that test agan.” The hibiscus is meta phorica to Saeng for her childhood. Evidently she grew up in Vietnam and moved to the @LOCATION2. She misses her homeland, and all the flowers remind her of her homeland. She is overwhelmed by all the memories that she breaks down and cries. Change is a difficult thing to overcome or adjust to, especially moving to a foreign country. She has to cope with it though, and by planting the winter hibiscus is a way of coping. She knows that she will eventually adjust to the major change for she realized, “that many of the things she had thought of as strange before had become… almost familiar to her now.” She promises herself that she will retake the drivers test when the hibiscus blossoms because like Saeng a flower changes also. When the hibiscus  finally overcome the cold , dreary winter months and blooms, Saeng will know she is ready to take the test again for that flower can also symbolize her going through changes. The geese in the story also symbolize changes, they have to migrate south in the winter to avoid the cold but return home when its warm enough. Like Saeng, she will avoid the test in the winter but in the spring when she feels comfortable.	1	1		1																						241	12	263	10	0	0	4.508196721311475	20.333333333333332	51	35	14	16	10	27	136	12.1	8.94	7.66	29	10.3	11.6	8.666666666666666	10.8	327
6201	9758	4	"Saeng buys a winter hibiscus to plant in the garden and to remind her of her homeland. She has failed some sort of test and is upset over it. Her mother feels bad for her so she doesn’t get upset that the hibiscus cost @MONEY1. After planting the hibiscus Saeng says to herself, ….In the spring, when the snows melt and the geese return and this hibiscus is budding, I will take that test again. The author uses this paragraph to make you think about whether or not Saeng will fail or pass the test again. It also makes you wonder about what kind of test since the author says “hibiscus is budding”, and “the geese return”, It must be a test that you can only take once a year. because she says that “In the spring"" she will take the test again."	1	1		1																						143	8	157	5	0	0	4.1875	18.0	32	24	5	7	7	18	85	10.4	6.85	6.69	7	7.9	9.8	8.0	7.8	176
6208	9765	4	The character has what seems to be a new found confidence and a new joy of the plant that reminds her of her home land comforting her and motovating her. She says when those things come back she will try hard to complete the test. She is setting a time to push herself.  As most people try to do	1	1		1																						59	4	63	0	0	0	3.95	15.0	10	14	3	2	2	5	35	7.2	5.63	7.02	6	7.4	10.59	7.375	9.7	74
6214	9771	4	The author concludes  the story  with  that paragraph  for many reasons. One reason is that the author is trying to say that she is going to overcome  the obstacle  (the test)  no matter what. In the text is say “it can make through  the  cold months. ” @CAPS1 consumer her which supports the last paragraph also, she is in a new country and is starting a new beginning. In the text it says “Not like the same kind we had before.”This implies that it different in this country and she will soon adjust. Finally it says, “this hibiscus is budding” which means she will bloom.	2	2		2																						105	7	124	2	0	0	4.12280701754386	16.285714285714285	20	17	7	5	2	18	60	9.7	7.54	7.23	14	9.1	9.16	11.0	8.8	147
6219	9776	4	The author concludes the story with this paragraph because the hibiscus is motivating her to test for her drivers test. In the spring, when the snows melt, the geese return, and the hibiscus is budding, then she will take that test again.	1	1		1																						42	2	48	4	0	0	4.690476190476191	21.0	11	6	1	2	1	6	25	11.2	9.11	7.31	6	9.1	10.3	12.0	0.0	57
6222	9779	4	The author put the paragraph in to show the he/she care about the flowers. Flowers only come out during spring and @DATE2 time and thats when you plant study all that grows in a garden. So she can pass the test and be happy with the garden.	1	0		1																						47	3	53	0	0	0	4.127659574468085	15.666666666666666	10	9	1	2	3	4	31	5.9	5.74	6.1	2	4.7	6.28	6.833333333333333	3.1	57
6231	9788	4	The last paragraph of “Winter Hibiscus” describes determination and the growth of a person. Saeng says that when “this hibiscus is budding,  then I will take that test again.” Just as the hibiscus blooms Saeng will bloom forth and strive through the winter to try and succeed in passing her test. Saeng concludes by saying this as a realization that she can’t be sad forever. She must be determined in order to pass the test. The next season will be a sort of renewal, starting fresh and coming out beautiful as does a hibiscus in bloom.	2	2		2																						96	6	104	2	0	0	4.556701030927835	16.166666666666668	22	17	6	5	4	13	51	9.8	8.88	7.88	14	8.4	10.18	11.6	11.2	134
6232	9789	4	"The Author of “Winter Hibiscus”, Minfong Ho, concluded hes story with the paragraph about how when the geese are there, and the hibiscus is blooming, Saeng will take her drivers test again, because she wanted to end on a happy note. In the begining of the story, Saeng, who had just moved from Vietnam to the @LOCATION2, failed her drivers test. She had found a plant they had back in Vietnam, but it made her sad. “I mean it’s not like the kind we had at – at-"" she found that she was still too shaky to say the words at home, lest she burst into tears again.” (Ho, @NUM1) So by ending by describing positive things for the future, Saeng could think about that, and get her mind off of everything else."	2	2		2																						133	8	154	13	0	0	4.2611940298507465	16.75	34	21	5	8	3	26	77	20.9	7.45	8.68	13	15.8	19.52	18.333333333333332	12.5	166
6242	9799	4	She feels very connected  to this hibiscus plant because it renind her of her homeland.I think she is trying to say when the hibiscus plant shows it’s inner budding she will to. The plant has to try hard to produce flowers, and the seen has to care out to melt the snow, so that means when it comes around to it  she needs to comes out and melt all of her had habits and get what she meads to do to pass the test. But still not forgetting where she came from and all the memory left bedide. “…vowed silently to herself …then I will take that test again.’’	2	2		2																						110	5	121	2	0	0	3.8869565217391306	23.0	15	29	2	6	5	12	69	16.0	6.4	8.47	12	12.9	16.13	18.666666666666668	11.2	132
6245	9802	4	The author is saying that she will be ready soon enuff when the flowers begin to grow and the geese begin to come home, she will be ready	1	1		1																						28	1	29	1	0	0	3.9285714285714284	28.0	3	5	3	2	1	1	15	11.1	5.58	6.72	3	9.5	11.2	14.0	0.0	34
6248	9805	4	The author ended the story this way because the plant represents new beginnings in which Saeng needs. Seang failed her test & needed some comfort. She went to the greenhouse & spent @MONEY1 on a hibiscus plant that reminded her of her home. It the same time the hibiscus plant reminded her that her new home is another new beginning. The hibiscus plant gives Saeng better hopes that starting over can be a good thing & that the next time she takes the test, she'll pass.	2	1		2																						86	5	93	1	0	0	4.476744186046512	17.2	25	14	6	1	3	9	40	8.7	8.58	7.5	9	7.4	8.57	10.4	10.8	114
6257	9814	4	The author concludes the story with that story because she loves her homeland and love’s nather and loves her mother. She loves the greeness and cant wait in tell spring comes. so she will take the test of being out of place to herself, that is why she concluds the story that way.	1	1		1																						53	3	58	1	0	0	4.320754716981132	17.666666666666668	12	8	1	2	3	8	32	12.2	7.67	7.63	4	8.9	10.6	13.25	0.0	65
6258	9815	4	The author of the story “Winter Hibiscus” concludes her story this way to demonstrate the girls determination and to leave the reader anticipating more. I say this because obviously Saeng is determined to do well, but leaving the story hanging builds excitement for more action.	1	1		1																						45	2	48	1	0	0	5.2	22.5	13	8	4	2	2	6	23	14.3	12.77	9.31	10	12.1	14.33	14.25	0.0	74
6269	9826	4	The author concludes the story with paragraph because it shows Saeng’s sympathy. She wants to help her mom with the garden because she dissappointed her. For instance, she feels bad about upsetting her mom, and while her mom’s gardening, she says, “Here, let me help, mother,” because her mom’s frail beauty touched her. When Saeng told her mom she failed the driving test, she even knew not to look at her because she was upset, it says, “Saeng didn’t dare look her mother in the eye,” which shows Saeng’s concern for her mother’s reaction. However, in the end, her mother was happy she got it, saying, “It’s a beautiful plant, I’m glad you got it,” which shows the mother and daughter have a close relationship. This is why Saeng’s sympathy to better   herself is shown in the story’s conclusion.	1	1		1																						139	6	160	17	0	0	4.714285714285714	23.333333333333332	32	27	10	3	2	32	67	12.4	9.52	7.85	13	10.0	11.29	11.2	10.5	190
6292	9849	4	The author concludes the story with the paragraph, “When they come back, Saeng vowed silently to herself, in the spring, when the snows melt and the geese return and this hibiscus is budding, the I will take the test again.” She does this to end in hope of taking the test again and doing good. Also the author ends it this way because Saeng is believing in herself so she made a vowe to do something. Hopefully that will encourage her more and also motivate her.	1	1		1																						86	4	94	5	0	0	4.395348837209302	21.5	16	16	1	7	4	12	54	13.6	8.19	7.81	10	10.9	13.81	16.0	10.5	112
6295	9852	4	The author decides to end the story with the paragraph to show many things. First of all, the author uses the ending paragraph to show optimism. The whole story had been sad but the ending shows some hope. In the beginning it says, “ @CAPS1  of loss so deep… “(@NUM1) and at the end it says, “ I will take that test again.” (@NUM2) shows how her  attitude   changes from cynical to hopeful. Another reason why the story is ended with that paragraph is to show how Saeng was accepting. When the story says that the geese were  , “ almost familiar to her now.”(@NUM2) demonstrates that even though Saeng is sad to leave her home, she is adapting quite well. Therefore, the author ends the story with an inspiring paragraph to show change for the better.	2	2		2																						137	7	158	6	0	0	4.338028169014085	20.285714285714285	34	21	9	7	2	21	77	9.4	7.66	7.15	14	7.3	9.52	8.333333333333334	9.2	183
6296	9853	4	"The author is concluding the story with that parapraph stating when spring and @DATE2 comes again then she will take the test again. Meaning she will plant the flowers and get them to grow again. Hoping she don’t fail at doing so. For example, ""Mrs. Lambert, liked it. this sharp bitter melon that left a golden after taste on the tongue.”"	1	0		1																						61	5	68	2	0	0	4.573770491803279	12.2	12	14	4	5	2	10	34	6.2	7.41	8.38	10	4.5	6.19	5.5	6.7	78
6298	9855	4	I say the only reason why the author included that last paragraph was to show she was not going to give up easy. She was still going to take it again, she might get good luck from the hibiscus. Saeng was walking home one day from failing her driver’s test and she realizes that she recognizes a flower so she went to a florist to see if she can buy it. When she does purchase it she goes home and gives it to her mom and they plant it. So maybe it can bring back good memories from her home town or just good luck I think.	1	2		2																						107	6	113	1	0	0	3.8878504672897196	17.833333333333332	15	21	6	9	4	7	69	7.6	4.93	6.76	9	6.9	10.43	11.0	8.8	127
