	essay_id	essay_set	essay	rater1_domain1	rater2_domain1	rater3_domain1	domain1_score	rater1_domain2	rater2_domain2	domain2_score	rater1_trait1	rater1_trait2	rater1_trait3	rater1_trait4	rater1_trait5	rater1_trait6	rater2_trait1	rater2_trait2	rater2_trait3	rater2_trait4	rater2_trait5	rater2_trait6	rater3_trait1	rater3_trait2	rater3_trait3	rater3_trait4	rater3_trait5	rater3_trait6	num_words	num_sentences	num_lemmas	num_commas	num_exclamation_marks	num_question_marks	average_word_length	average_sentence_length	num_nouns	num_verbs	num_adjectives	num_adverbs	num_conjunctions	num_spelling_errors	num_stopwords	automated_readability_index	coleman_liau_index	dale_chall_index	difficult_word_count	flesch_kincaid_grade	gunning_fog	linsear_write_formula	smog_index	syllables_count
6171	9728	4	There is why the author ended the story with this paragraph. It mean that when she comes back after winter she will repeat her tasks all over. For example she will dig, sen flowers, their customers. Then when winter comes again she will do it all over. So has steally the other is using different words to say when winter ends she will repeat her actions. That is why the author ended the story with that paragraph.	0	0		0																						77	6	85	2	0	0	4.402597402597403	12.833333333333334	16	13	2	9	0	7	50	5.7	6.77	6.94	8	4.7	5.64	5.75	6.4	101
6174	9731	4	I think that the author ends this story with that paragraph to some up what the story was all about and to also say that Saeng would try the test again. In the story it says “she realised that many of the thing that she had thought of as strange before had become, though the quiet repetition of season opon reason, almost familiar to her now and this last paragraph help bring all this together.	1	2		2																						75	2	79	2	0	0	4.293333333333333	37.5	14	9	5	8	2	7	50	17.5	7.9	7.18	4	14.4	16.07	20.25	0.0	96
6177	9734	4	She failed the test at the same day that she got the plant and saw the geese fly over. The plant and the geese represent symbols to her. The plant represents her home, where she used to live and the geese could represent how they are moving on in life, over coming the obstacles of cold weather, and snow to move on to something better most likely a warmer climate. All of this is a symbol of a new beginning for her. So she wanted to take it again, around the time of a new beginning; when the geese fly over again and the plant grows. She feels thot since she failed, she should start over.	2	2		2																						116	6	128	5	0	0	4.112068965517241	19.333333333333332	18	19	8	9	5	10	72	7.6	5.98	6.23	7	6.1	8.75	11.2	8.8	138
6179	9736	4	In the story “Winter Hibiscus,” the author includes this paragraph, when they come back, Saeng vowed silently to herself, in the spring, when the snows melt and the geese return and this hibiscus is budding, then I will take the test again, to emphasize that Saeng is willing try plant again in spring. Saeng wants to try planting again in the spring time to prove that she is trying to adapt to the new settings and to prove that she cares about the planting.	0	0		0																						84	2	92	7	0	0	4.488095238095238	42.0	18	15	4	6	3	11	46	20.7	9.01	8.54	9	15.0	17.75	22.5	0.0	104
6184	9741	4	The author concluded with the paragraph about when winter turns to spring, she will take her driving test again for one main reason. The girl says this because just like the plant coming back to life and starting over, she will start over too. In the essay Saeng, the young girl says, “When they come back in the spring, when the snows melt and the geese return and the hibiscus is budding, then I will take the test again.” @CAPS1 Saeng failed the test the first time, She is going to wait until spring so that she can have a fresh start. In the essay, the “winter hibiscus” reminds Saeng of her grandmother and her home in @LOCATION1. This at first makes her sad but then realizes how wonderful her memories are and helps her to get through this tough time. Her memories are going to give her strength to carry on with her life and try her driver’s test again in the spring.	2	3		3																						164	7	178	8	0	0	4.347560975609756	23.428571428571427	36	26	10	10	7	20	95	12.7	7.61	7.21	12	9.2	12.14	17.333333333333332	10.1	201
6190	9747	4	She does this to show her strugle with her gardeding struggle. It is like this because ech year she has to work on her garden because the winter blowes it away meaning it kills it.	0	0		0																						35	2	37	0	0	0	4.171428571428572	17.5	7	7	0	1	0	6	22	7.0	6.26	7.66	3	5.4	7.0	7.75	0.0	42
6194	9751	4	I think the author adds the last paragraph because the story could use a little part about Saeng. And what she is planning to do next. Also the author @MONTH1 have added that paragraph because she was maybe thinking about writing a second story of winter Hibiscus, and they wanted to write a part that could be about in the next story. It would make you wonder that if she does take the test again would she pass it this time after the snow melts, the geese return and the hibiscus is budding. I think this @MONTH1 be why the author added this paragraph in the story.	1	1		1																						107	5	114	2	0	0	4.308411214953271	21.4	23	17	5	4	3	7	68	9.6	7.2	6.32	7	8.1	8.93	10.4	6.7	137
6195	9752	4	I think the author concluded the Story with these lines because Saeng feels more confident. First, when saeng first saw the hibiscus, she was sad, but after seeing the flower, she got happy. Next, her mother helps her plant it and saeng is sure it'll be there in spring. Finally, Saeng feels better since she has reflected on her past	1	1		1																						60	4	70	6	0	0	4.583333333333333	15.0	12	10	4	7	2	10	33	7.6	7.76	6.75	4	5.6	8.67	7.75	9.5	79
6206	9763	4	The author ends the story with this paragraph because the season is over. For example it is starting in the winter the hibiscuses are dying. Also she is leaving and wont come back till she can plant flowers again in the spring, and she will come back again when she takes the test over again. In conclusion that is why the author ends the story with this paragraph.	0	0		0																						68	4	74	1	0	0	4.382352941176471	17.0	14	9	0	8	2	6	43	7.7	7.42	6.57	6	6.4	8.56	8.25	8.1	89
6207	9764	4	The reason the author of “Winter hibiscus” ends the story with the last paragraph is to give hope to the end. It gives a certain lift of joy at the end  of a moderatly depressing story. It just goes to show that if you care enough you can keep moving foreward.  And that the end of your world comes when you make it so. That is why I think the author used such a powerful statement at the end.	2	1		2																						79	5	86	0	0	0	3.888888888888889	16.2	17	12	5	4	1	8	50	7.1	5.34	6.42	6	7.5	9.44	7.699999999999999	8.8	101
6218	9775	4	Because to her it is the best time to do things cause all the happy memories return along with the geese and hibiscus.	1	1		1																						23	1	24	0	0	0	4.173913043478261	23.0	4	3	3	0	1	1	14	9.7	6.97	6.84	2	8.7	12.68	13.5	0.0	30
6221	9778	4	The author concludes the story with that sentence a vowed to the flower. It’s just stating that Saeng will come back and try again next year & see if it works out with the hibiscus.	1	1		1																						35	2	37	0	0	0	4.2	17.5	8	7	1	3	2	4	20	7.4	7.02	7.73	3	6.4	7.98	8.25	0.0	43
6229	9786	4	The author concludes the story this way to show that saeng intends to try again. an example of her trying again is when she sees the plant and relizes what it symbolizes to her. Another example is her saying that she wants to plant the hibiscas herself so that she holds the memories forever. This is why the author concludes the story in this manner.	1	1		1																						65	4	69	0	0	0	4.415384615384616	16.25	12	13	0	3	1	7	40	10.2	7.95	8.36	11	9.4	11.76	13.166666666666666	11.9	91
6230	9787	4	The author coNcludes the story with this paragraph because she was tryiNg to say siNce the hibiscus is plaNted we are goiNg to see how it does with the winter. ANd wheN spriNg arrives and it's still staNdiNg she caN go take the test. I thiNk the author was compariNg the hibiscus to their life aNd obstacles they will go through, so if the hibiscus is still staNdiNg theN that meaNs everythiNg will be fiNe to where she caN go back aNd take the test.	1	2		2																						85	3	90	1	0	0	4.305882352941176	28.333333333333332	17	13	2	5	5	3	62	13.0	7.67	6.71	9	10.8	12.73	16.166666666666668	11.2	110
6241	9798	4	The author of the story Winter Hibiscus ends the story with Saeng saying a vowe to herself because it shows how important the flower is to her. For example, the hibiscus flower gives her determination because it reminds her of home. Saeng says “… and this hibiscus is budding, then I will take the test again.” The hibiscus flower gives her confidence. It reminds her of her home in Vietnam before they moved to @LOCATION2. Therefore, the author concludes the story with that certain paragraph because it symbolizes the importance of the flower.	2	1		2																						93	6	102	3	0	0	4.829787234042553	15.666666666666666	28	13	2	2	1	13	50	10.8	10.33	8.12	14	9.4	10.45	11.5	11.6	141
6259	9816	4	The author concludes the story with this paragraph because it shows that Saeng is getting used to living in a new place. Towards the end of the text, Saeng says that many things she thought were strange before had become familiar to her. The winter hibiscus was comforting, and reminded Saeng of her home. she says “In the spring when the snows melt” because she is beginning to get used to “the quiet repetition of season upon season”. The geese, which form a distinctive V are becoming familiar to her. The last paragraph is an effective way to end the story because it shows that saeng is becoming accostumed to her new surroundings and is hopeful the future.	2	2		2																						118	6	126	3	0	0	4.61864406779661	19.666666666666668	28	17	11	1	2	14	66	12.1	9.35	7.35	12	10.1	12.49	12.0	12.3	166
6265	9822	4	In the last paragraph of the story, Saeng vows to herself that she will take the driving test again in the spring. The author concludes the story with this paragraph to show the hope that nature brings to her. She describes peaceful things in nature, like the geese and hibiscus, that she draws strength from because they remind her to her homeland. In this way, she’ll always have a little piece of her past with her. Throughout the story, Saeng relates to nature and pulls strength from it. Her mother has a garden, and she relates to it in that she has a different past, preferring natural foods like bitter melons over @LOCATION1. This final paragraph shows the hope that the beautiful nature from her homeland has brought to Saeng, helping her adapt to living in a new place.	2	3		3																						139	7	154	8	0	0	4.618705035971223	19.857142857142858	35	21	10	2	3	15	77	10.3	8.82	7.58	15	7.5	9.11	7.5	8.4	183
6268	9825	4	The author includes this  because he’s using metaphors to explain how the author felt about Saeng’s personal life is	0	0		0																						19	1	20	0	0	0	4.9	20.0	6	4	1	0	0	3	9	12.1	12.36	9.57	3	9.5	9.71	10.5	0.0	28
6277	9834	4	I think Saeng need to take the test over because to get her grade up. Saeng be waring about the snow, in the spirng because she is think about the flower getting cover over it. Saeng mother late her help with the pepper and melons, and lat her state dinner.	0	0		0																						50	3	55	2	0	0	4.16	16.666666666666668	16	7	0	1	2	7	28	6.5	5.97	6.04	2	5.1	6.68	7.333333333333334	3.1	60
6278	9835	4	The author concludes the story with that paragraph because she wants us to know that she’s not giving up on her test. The author wants to inform the readers that she’s not giving up “…then I will take that teat again” which clearly states she still has hope. Author wants to continue on her test to find the right flower. This is why the author concluded the story with that paragraph.	1	1		1																						72	4	77	0	0	0	4.315068493150685	18.25	18	14	1	3	0	8	40	8.2	7.48	6.72	7	6.8	8.31	8.5	7.2	91
6289	9846	4	"THE AUTHOR MUST LIKELY INTENDED TO SHOW THE HOPEFUL ENLIGHTENMENT OF SAENG'S COMPLEX DILEMMA. IN THE PHRASE, ""WHEN THEY COME BACK"" THE AUTHOR MUST LIKELY REFERS TO THE HIBISCUS FLOWERS THAT REPRESENT THE FOND MEMORIES OF HER HOMELAND. THE AUTHOR ILLUSTRATES SAENG'S STRUGGLE ADAPTING TO HER NEW LIFE THROUGH A “TEST” OF PLANTING THE BUDS JUST AS SHE HAD DONE BACK HOME WITH HER GRANDMOTHER. THIS TEST REPRESENTS THE ACHIEVEMENT OF ADAPTATION TO HER NEW LIFE. FOR THAT REASON, THE AUTHOR CONCLUDED HER STORY WITH THE PARAGRAPH INDICATING SAENG WILL INDEED TAKE THAT TEST AGAIN."	1	2		2																						95	5	106	2	0	0	5.073684210526316	19.0	35	10	3	6	0	12	52	11.9	11.49	8.57	19	9.5	11.81	11.7	11.6	138
6290	9847	4	The author decided to conclude the story with this paragraph to show Saeng’s determination to adapt to her new life. In the third paragraph on the second page the author writes, “Saeng looked at the white bud in her hand now, small and fragile… That atleast, she could hold onto.” After failing her driver’s test Saeng was feeling foreign and alone. She desperately looked to the flower as a reminder of her homeland, Vietnam. The flower brought back comforting memories for her, so she bought one of the plants and returned. After a discussion with her mother Saeng understands that she must cope with her new home, much like the flower must adapt to its new surroundings. By concluding the story, with that stated sentence, the author is informing the reader that Saeng must “blossom” in her new home in order to do well. She still needs time for this, as the flowers needs time to plant its roots into the ground.	3	3		3																						162	7	179	9	0	0	4.638036809815951	23.285714285714285	41	24	11	8	3	23	86	12.1	9.46	8.0	23	8.8	11.71	11.4	10.0	216
6293	9850	4	The author of this story concludes the story with a paragraph basically stating that the winters coming things are going to die off then come back next spring. Shes refering to the plant. I think she is basically keeping track of the memories it left her and the thoughts that came to mind when she used her senses to connect with the flower. Saeng is ancious to see how the flower buds next spring and what other new things she @MONTH1 experience.	1	1		1																						82	4	87	0	0	0	4.475609756097561	20.5	19	16	5	4	2	7	45	9.9	8.3	7.93	12	8.9	9.66	11.25	8.8	111
6294	9851	4	Well I think the author concludes the story like that because he is showing her her attitude better known now she is changing so she is going to put her mind to whatever she has to do and she is going to take the test again with some pride and try in the spring when the snow goes away.	1	1		1																						59	2	60	0	0	0	3.864406779661017	29.5	8	12	0	5	2	1	39	26.3	5.94	8.17	5	21.6	24.96	31.5	0.0	72
